Word,PI Score,Tf-Idf,Loc Ind,Loc Sig,Section
clock,0.479565917856,0.00018071004142652751,0 19 1 3 10 1 4 0 2,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
fetch,0.611362003208,0.0006525465196037465,0 19 1 3 10 1 4 1 12,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
use,0.489331299746,0.00019804799291973327,0 19 1 3 10 2 3 4 11,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
fragment,0.496374024165,0.0002105520010319052,0 19 1 3 10 2 1 2 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
Stage,0.463654738628,0.00015246053139393118,0 19 1 3 10 2 5 0 0 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,2.2 Pipeline Operation
stall,0.657532242363,0.0009781333295276061,0 19 1 3 10 1 1 0 7,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
reread,0.515513579255,0.00024453333238190153,0 19 1 3 10 2 3 4 19,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
present,0.205858994205,5.083066759057989e-05,0 19 1 3 10 1 4 3 20,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
load,0.612894535379,0.0006607986786775385,0 19 1 3 10 1 6 0 4,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
add,0.595329011758,0.0005662143705357431,0 19 1 3 10 2 2 3 1 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,2.2 Pipeline Operation
read,0.757675626911,0.0022461318793541873,0 19 1 3 10 1 9 3 5 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,2.2 Pipeline Operation
Example,0.463021119034,0.00015133557121239436,0 19 1 3 10 2 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect H4 statement word,2.2 Pipeline Operation
Pipeline,0.603431247496,0.0006098421255757247,0 19 1 3 10 0 0 1,TaggedPDF-doc Part Sect Sect Sect H3 statement word,2.2 Pipeline Operation
tick,0.745621622226,0.0020002440098030993,0 19 1 3 10 2 3 1 1,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
Tick,0.755453350593,0.0022007999914371136,0 19 1 3 10 1 9 0 7 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,2.2 Pipeline Operation
complicate,0.418796006034,0.00012226666619095076,0 19 1 3 10 1 4 4 12,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,2.2 Pipeline Operation
implement,0.552478886746,0.0003354811731883351,0 19 1 2 2 3 2,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Technology,0.322414853622,8.387029329708377e-05,0 19 1 2 7 0 25,TaggedPDF-doc Part Sect Sect P statement word,Introduction
description,0.24204977674,5.92396000219674e-05,0 19 1 2 7 0 2,TaggedPDF-doc Part Sect Sect P statement word,Introduction
License,0.554962313351,0.0003488535720053735,0 19 1 2 9 6 0 7,TaggedPDF-doc Part Sect Sect Sect P statement word,Introduction
variant,0.377020770733,0.0001052760005159526,0 19 1 2 5 3 21,TaggedPDF-doc Part Sect Sect P statement word,Introduction
multiplication,0.283429190249,7.025892346797958e-05,0 19 1 2 3 1 12,TaggedPDF-doc Part Sect Sect P statement word,Introduction
policy,0.515513579255,0.00024453333238190153,0 19 1 2 8 1 2 1 0 12,TaggedPDF-doc Part Sect Sect Sect L LI LI_Title statement word,Introduction
Copyright,0.173974547857,4.0724979582087706e-05,0 19 1 2 7 0 13,TaggedPDF-doc Part Sect Sect P statement word,Introduction
miss,0.515513579255,0.00024453333238190153,0 19 1 2 3 3 9,TaggedPDF-doc Part Sect Sect P statement word,Introduction
management,0.377020770733,0.0001052760005159526,0 19 1 2 5 3 10,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Press,0.322414853622,8.387029329708377e-05,0 19 1 2 7 0 15,TaggedPDF-doc Part Sect Sect P statement word,Introduction
part,0.267292414894,6.517807848103456e-05,0 19 1 2 6 1 12,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Inc.,0.349196936019,9.322093137196378e-05,0 19 1 2 7 0 26,TaggedPDF-doc Part Sect Sect P statement word,Introduction
require,0.168077689299,3.783389280309859e-05,0 19 1 2 3 2 4,TaggedPDF-doc Part Sect Sect P statement word,Introduction
performance,0.192892622393,4.746862781417903e-05,0 19 1 2 4 0 9,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Unified,0.418796006034,0.00012226666619095076,0 19 1 2 8 1 2 1 0 0,TaggedPDF-doc Part Sect Sect Sect L LI LI_Title statement word,Introduction
ARM,0.568380148304,0.0004211040020638104,0 19 1 2 1 2 5,TaggedPDF-doc Part Sect Sect P statement word,Introduction
contain,0.495675689925,0.00020931214320322406,0 19 1 2 5 1 11,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Wishbone,0.688882893897,0.001263312006191431,0 19 1 2 8 1 1 1 0 1,TaggedPDF-doc Part Sect Sect Sect L LI LI_Title statement word,Introduction
see,0.352180079073,9.43690617559572e-05,0 19 1 2 7 0 6,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Manual,0.300532298969,7.623026569696559e-05,0 19 1 2 7 0 23,TaggedPDF-doc Part Sect Sect P statement word,Introduction
license,0.409483699353,0.0001184792000439348,0 19 1 2 1 2 23,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Machine,0.377020770733,0.0001052760005159526,0 19 1 2 7 0 20,TaggedPDF-doc Part Sect Sect P statement word,Introduction
General,0.409483699353,0.0001184792000439348,0 19 1 2 9 6 0 5,TaggedPDF-doc Part Sect Sect Sect P statement word,Introduction
complex,0.387773025635,0.00010964911695619356,0 19 1 2 4 3 21,TaggedPDF-doc Part Sect Sect P statement word,Introduction
initialization,0.456293643596,0.0001395414288021494,0 19 1 2 6 1 15,TaggedPDF-doc Part Sect Sect P statement word,Introduction
pipeline,0.609621810081,0.0006431761776526761,0 19 1 2 9 1 0 1 0 1,TaggedPDF-doc Part Sect Sect Sect L LI LI_Title statement word,Introduction
Guide,0.322414853622,8.387029329708377e-05,0 19 1 2 7 0 12,TaggedPDF-doc Part Sect Sect P statement word,Introduction
reset,0.463021119034,0.00015133557121239436,0 19 1 2 6 1 5,TaggedPDF-doc Part Sect Sect P statement word,Introduction
Introduction,0.463672464483,0.00015249200277173966,0 19 1 2 0 0 1,TaggedPDF-doc Part Sect Sect H2 statement word,Introduction
flow,0.511247094447,0.0002369584000878696,0 19 1 2 8 2 0 6,TaggedPDF-doc Part Sect Sect Sect P statement word,Introduction
waveform,0.548212890919,0.00031582800154785775,0 19 1 9 32 4 2 6 0 8,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
software,0.469534591282,0.00016289991832835082,0 19 1 9 32 4 1 1 2 7,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
listing,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 1 3 6 4,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
Simulation,0.472261036458,0.00016774058659416754,0 19 1 9 32 4 0 0 1,TaggedPDF-doc Part Sect Sect Sect Sect H3 statement word,10.4 Simulation output files
front,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 1 3 4 20,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
generation,0.368758946746,0.00010166133518115978,0 19 1 9 32 4 1 2 1 3,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
event,0.377020770733,0.0001052760005159526,0 19 1 9 32 4 3 3 1 8,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
print,0.568380148304,0.0004211040020638104,0 19 1 9 32 4 3 4 1 1 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Sect Table TR TD statement word,10.4 Simulation output files
turn,0.322414853622,8.387029329708377e-05,0 19 1 9 32 4 1 2 1 1,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
Program,0.482794293718,0.00018644186274392757,0 19 1 9 32 4 3 0 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,10.4 Simulation output files
called.,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 3 3 5 9,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
bug,0.558295195792,0.00036679999857285224,0 19 1 9 32 4 2 2 0 27,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
get,0.522366743732,0.00025670078621190716,0 19 1 9 32 4 2 2 0 17,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
grab,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 2 8 0 6,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
view,0.349196936019,9.322093137196378e-05,0 19 1 9 32 4 2 2 2 9,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
dump,0.643736311959,0.0008558666633366554,0 19 1 9 32 4 2 7 0 6,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
etc,0.377020770733,0.0001052760005159526,0 19 1 9 32 4 3 4 4 0 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Sect Table TR TH statement word,10.4 Simulation output files
comment,0.282030862632,6.97707144010747e-05,0 19 1 9 32 4 1 2 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
period,0.282030862632,6.97707144010747e-05,0 19 1 9 32 4 2 2 0 21,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
create,0.611362003208,0.0006525465196037465,0 19 1 9 32 4 2 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
define,0.282030862632,6.97707144010747e-05,0 19 1 9 32 4 2 6 2 13,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
thousand,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 2 6 1 6,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
usage,0.552478886746,0.0003354811731883351,0 19 1 9 32 4 3 1 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
error,0.352180079073,9.43690617559572e-05,0 19 1 9 32 4 2 6 1 16,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
uncomment,0.300532298969,7.623026569696559e-05,0 19 1 9 32 4 2 3 1 3,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
test.,0.418796006034,0.00012226666619095076,0 19 1 9 32 4 1 3 6 8,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
character,0.322414853622,8.387029329708377e-05,0 19 1 9 32 4 1 3 4 18,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
output,0.190323313444,4.657213376441407e-05,0 19 1 9 32 4 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect H3 statement word,10.4 Simulation output files
column,0.589274305832,0.0005336118598787591,0 19 1 9 32 4 3 3 1 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
function,0.555415646894,0.00035129461733989794,0 19 1 9 32 4 3 3 4 8,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
file,0.76953567226,0.002488063200922631,0 19 1 9 32 4 1 1 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.4 Simulation output files
Output,0.140544234875,2.4334907660011202e-05,0 19 1 9 32 4 2 0 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Sect H4 statement word,10.4 Simulation output files
focus,0.377020770733,0.0001052760005159526,0 19 1 8 4 5 3 4 1 1 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
include,0.352180079073,9.43690617559572e-05,0 19 1 8 4 5 3 19 1 0 5,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
wave,0.377020770733,0.0001052760005159526,0 19 1 8 4 5 3 3 1 1 5,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
vector,0.457511543321,0.00014155359263393579,0 19 1 8 4 2 2 4 3 1 14,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Fast,0.506590471627,0.00022869079709089674,0 19 1 8 4 2 2 4 3 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
pass,0.568054679887,0.00041935146648541886,0 19 1 8 4 5 3 4 1 2 16,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Instantiated,0.697855800465,0.0013449333281004585,0 19 1 8 4 3 2 10 1 1 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
access,0.669307301896,0.0010852442101935077,0 19 1 8 4 4 7 0 2,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
address,0.725570110252,0.001665555589240256,0 19 1 8 4 2 2 7 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Back,0.418796006034,0.00012226666619095076,0 19 1 8 4 4 8 16 1 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
unit,0.309093191637,7.92191971678933e-05,0 19 1 8 4 3 2 15 1 0 6,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Includes,0.515513579255,0.00024453333238190153,0 19 1 8 4 4 8 1 1 1 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
parameter,0.368758946746,0.00010166133518115978,0 19 1 8 4 4 8 5 1 1 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Direction,0.205858994205,5.083066759057989e-05,0 19 1 8 4 2 2 1 2 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,Cache
Shell,0.418796006034,0.00012226666619095076,0 19 1 8 4 5 3 21 1 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Execute,0.625995045187,0.0007335999971457045,0 19 1 8 4 4 6 0 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
bank,0.558295195792,0.00036679999857285224,0 19 1 8 4 4 8 15 1 2 9,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
execute,0.647688882609,0.000888594000329511,0 19 1 8 4 2 2 3 3 4 14,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
debug,0.627760579908,0.0007457674509757103,0 19 1 8 4 3 2 12 1 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
development,0.611362003208,0.0006525465196037465,0 19 1 8 4 5 3 14 1 2 11,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Clock,0.139319222731,2.3734313907089514e-05,0 19 1 8 4 2 2 2 3 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
operation,0.464032708996,0.0001531315990467565,0 19 1 8 4 4 8 14 1 1 13,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Connected,0.418796006034,0.00012226666619095076,0 19 1 8 4 2 2 5 3 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
cause,0.510663723783,0.000235922654389893,0 19 1 8 4 4 8 12 1 2 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
byte,0.647688882609,0.000888594000329511,0 19 1 8 4 2 2 8 3 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Block,0.221291397192,5.4416388176974805e-05,0 19 1 8 3 5 0 0 2,TaggedPDF-doc Part Sect Sect Table TR TH statement word,Cache
size,0.34163735481,9.058159560894119e-05,0 19 1 8 1 0 3,TaggedPDF-doc Part Sect Sect P statement word,Cache
indicate,0.24204977674,5.92396000219674e-05,0 19 1 8 4 2 2 15 3 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
store,0.660713699745,0.0010070732003734457,0 19 1 8 4 5 2 6 1 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
configure,0.482794293718,0.00018644186274392757,0 19 1 8 4 3 2 2 1 0 3,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
project,0.700678958958,0.0013706139619524195,0 19 1 8 4 5 3 10 1 1 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
instance,0.418796006034,0.00012226666619095076,0 19 1 8 4 4 7 1 14,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
multiple,0.55126547183,0.0003289473508685806,0 19 1 8 4 3 2 16 1 2 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
buffer,0.535299804262,0.0002796627941158913,0 19 1 8 4 4 7 0 3,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
doc,0.418796006034,0.00012226666619095076,0 19 1 8 4 5 2 2 0 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
request,0.477881138993,0.00017771880006590217,0 19 1 8 4 2 2 3 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
barrel,0.627760579908,0.0007457674509757103,0 19 1 8 4 4 8 4 1 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
shifter,0.626478529504,0.0007369320036116682,0 19 1 8 4 4 8 5 1 1 9,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
terminate,0.377020770733,0.0001052760005159526,0 19 1 8 4 2 2 14 3 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Width,0.168077689299,3.783389280309859e-05,0 19 1 8 4 2 2 1 1 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TH statement word,Cache
freeze,0.418796006034,0.00012226666619095076,0 19 1 8 4 2 2 5 3 1 6,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Source,0.34163735481,9.058159560894119e-05,0 19 1 8 4 4 2 0 5,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
compliment,0.581001689662,0.0004890666647638031,0 19 1 8 4 3 2 5 1 1 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
come,0.322414853622,8.387029329708377e-05,0 19 1 8 4 5 3 9 1 1 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
logic,0.537286697116,0.00028507485707461393,0 19 1 8 4 4 8 5 1 0 5,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Fetch,0.603708183532,0.0006113333309547539,0 19 1 8 4 3 2 14 1 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Booth,0.581001689662,0.0004890666647638031,0 19 1 8 4 3 2 15 1 1 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
aid,0.349196936019,9.322093137196378e-05,0 19 1 8 4 5 3 15 1 0 18,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Write,0.486220875956,0.00019252558965893036,0 19 1 8 4 2 2 11 3 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
purpose,0.223048100879,5.482455847809678e-05,0 19 1 8 4 1 1 1,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
ownership,0.418796006034,0.00012226666619095076,0 19 1 8 4 2 2 12 3 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
decompiler,0.515513579255,0.00024453333238190153,0 19 1 8 4 4 8 9 1 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
strobe,0.349196936019,9.322093137196378e-05,0 19 1 8 4 2 2 13 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
comprise,0.282030862632,6.97707144010747e-05,0 19 1 8 4 5 3 20 1 0 11,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
rest,0.482794293718,0.00018644186274392757,0 19 1 8 4 4 6 0 15,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
wishbone,0.710937456691,0.001467199994291409,0 19 1 8 4 3 2 9 1 3 9,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
location,0.1920784142,4.71845308779786e-05,0 19 1 8 4 2 2 3 3 4 19,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
input,0.100408262209,4.657213376441407e-06,0 19 1 8 4 2 2 2 3 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
replacement,0.548212890919,0.00031582800154785775,0 19 1 8 4 5 3 20 1 0 18,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Interface,0.168077689299,3.783389280309859e-05,0 19 1 8 4 2 2 6 0 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
object,0.377020770733,0.0001052760005159526,0 19 1 8 4 5 3 20 1 0 9,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
processor,0.603454626056,0.0006099680110869586,0 19 1 8 4 1 0 6,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
log,0.377020770733,0.0001052760005159526,0 19 1 8 4 5 2 7 1 1 5,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
decode,0.599206266168,0.0005870920530795865,0 19 1 8 4 4 8 8 1 0 2,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
bus,0.55824409089,0.00036652481623878936,0 19 1 8 4 4 8 7 1 3 10,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Memory,0.24204977674,5.92396000219674e-05,0 19 1 8 4 4 8 13 1 0 1,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
Read,0.263291843102,6.417519655297679e-05,0 19 1 8 4 2 2 10 3 0 0,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
functionality,0.24204977674,5.92396000219674e-05,0 19 1 8 4 1 1 30,TaggedPDF-doc Part Sect Sect Sect P statement word,Cache
Structure,0.625995045187,0.0007335999971457045,0 19 1 8 4 4 10 0 6,TaggedPDF-doc Part Sect Sect Sect Sect P statement word,Cache
source,0.574390912476,0.0004534699014747901,0 19 1 8 4 5 3 21 1 0 4,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
algorithm,0.578188164781,0.0004739168001757392,0 19 1 8 4 3 2 15 1 1 3,TaggedPDF-doc Part Sect Sect Sect Sect Table TR TD statement word,Cache
run,0.801480389957,0.0031396988011642723,0 19 1 9 32 6 5 1 1 7,TaggedPDF-doc Part Sect Sect Sect Sect Sect P statement word,10.6.3 Ethmac Test
sub,0.559425022197,0.00037288372548785514,0 19 1 4 4 14 0 0 0,TaggedPDF-doc Part Sect Sect Table TR TH statement word,Instruction Set
destination,0.568054679887,0.00041935146648541886,0 19 1 4 4 3 3 1 12,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
handler,0.322414853622,8.387029329708377e-05,0 19 1 4 4 15 3 2 18,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
flag,0.577803462162,0.000471845308779786,0 19 1 4 4 8 3 0 15,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
account,0.472261036458,0.00016774058659416754,0 19 1 4 4 7 3 0 10,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
word,0.595994042616,0.0005697953331611403,0 19 1 4 3 16 3 0 15,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
Syntax,0.626478529504,0.0007369320036116682,0 19 1 4 5 0 2 0 0,TaggedPDF-doc Part Sect Sect Table TR TH statement word,Instruction Set
process,0.594014716733,0.0005591373434963787,0 19 1 4 3 13 1 1 5,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
allow,0.24204977674,5.92396000219674e-05,0 19 1 4 4 7 3 1 9,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
order,0.157379926838,3.258903924051728e-05,0 19 1 4 4 7 3 1 2,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
Rd,0.863997332359,0.004737420023217867,0 19 1 4 3 17 2 0 3,TaggedPDF-doc Part Sect Sect Table TR TD statement word,Instruction Set
