S.No,Word,Location Vector,Signature,Signature Weight,Tf,Idf,Tf - Idf Score,English Dictionary Match,Number Match,Abbreviation Match,Symbol Match,Repetitive Word
11,Ghostscript,0 2 0 2 0 0 1,TaggedPDF-doc {adobe:ns:meta/}xmpmeta {http://www.w3.org/1999/02/22-rdf-syntax-ns#}RDF {http://www.w3.org/1999/02/22-rdf-syntax-ns#}Description {http://ns.adobe.com/pdf/1.3/}Producer statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,No,No,No,No,No
12,8.15,0 2 0 2 0 0 2,TaggedPDF-doc {adobe:ns:meta/}xmpmeta {http://www.w3.org/1999/02/22-rdf-syntax-ns#}RDF {http://www.w3.org/1999/02/22-rdf-syntax-ns#}Description {http://ns.adobe.com/pdf/1.3/}Producer statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,"Yes (en_US, en_GB, en_AU)",Yes,No,No,No
13,"end ""w""",0 3 0 0,TaggedPDF-doc <built-in function ProcessingInstruction> statement word,{},0.0013227513227513227,0.01189922329970769,1.5739713359401704e-05,No,No,No,No,No
14,end 'r',0 4 0 0,TaggedPDF-doc <built-in function ProcessingInstruction> statement word,{},0.0013227513227513227,0.01189922329970769,1.5739713359401704e-05,No,No,No,No,No
15,FLOATING,0 5 0 0 0,TaggedPDF-doc Part H3 statement word,{},0.0013227513227513227,0.9661417327390326,0.0012779652549458102,"Yes (en_US, en_GB, en_AU)",No,No,No,No
16,POINT,0 5 0 0 1,TaggedPDF-doc Part H3 statement word,{},0.0013227513227513227,0.8692317197309762,0.0011497774070515557,"Yes (en_US, en_GB, en_AU)",No,No,No,No
17,MULTIPLIER,0 5 0 0 2,TaggedPDF-doc Part H3 statement word,{},0.0013227513227513227,1.2671717284030137,0.0016761530798981663,"Yes (en_US, en_GB, en_AU)",No,No,No,No
18,IP,0 5 0 0 3,TaggedPDF-doc Part H3 statement word,{},0.005291005291005291,0.15322837609617704,0.0008107321486570214,No,No,Yes,No,No
19,Introduction,0 5 1 1 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.52680903890877,0.0006968373530539285,"Yes (en_US, en_GB, en_AU)",No,No,No,No
20,Floating,0 5 1 2 0 0,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
21,Point,0 5 1 2 0 1,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.20647388804940212,0.0010924544341238207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
22,numbers,0 5 1 2 0 2,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
23,represented,0 5 1 2 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.45425837176015826,0.0012017417242332227,"Yes (en_US, en_GB, en_AU)",No,No,No,No
24,in,0 5 1 2 0 4,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
25,IEEE,0 5 1 2 0 5,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.09108046934733258,0.00048190724522398186,No,No,No,No,No
26,754,0 5 1 2 0 6,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.3640817414110702,0.0019263584201643924,"Yes (en_US, en_GB, en_AU)",Yes,No,No,No
27,format,0 5 1 2 0 7,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.03672280702473984,0.00014572542470134856,"Yes (en_US, en_GB, en_AU)",No,No,No,No
28,are,0 5 1 2 0 8,TaggedPDF-doc Part Sect P statement word,{},0.007936507936507936,0.02413367971671937,0.00019153714060888386,Yes (NTLK Stopword),No,No,No,No
29,used,0 5 1 2 0 9,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.20647388804940212,0.0002731136085309552,"Yes (en_US, en_GB, en_AU)",No,No,No,No
30,in,0 5 1 2 0 10,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
31,most,0 5 1 2 0 11,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.45425837176015826,0.0024034834484664455,Yes (NTLK Stopword),No,No,No,No
32,of,0 5 1 2 0 12,TaggedPDF-doc Part Sect P statement word,{},0.02513227513227513,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
33,the,0 5 1 2 0 13,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
34,DSP,0 5 1 2 0 14,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.6651117370750514,0.0008797774299934542,No,No,Yes,No,No
35,Processors,0 5 1 2 0 15,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.2671717284030137,0.0016761530798981663,"Yes (en_US, en_GB, en_AU)",No,No,No,No
36,Floating,0 5 1 2 1 0,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
37,point,0 5 1 2 1 1,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
38,arithmetic,0 5 1 2 1 2,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.26717172840301384,0.0003534017571468437,"Yes (en_US, en_GB, en_AU)",No,No,No,No
39,is,0 5 1 2 1 3,TaggedPDF-doc Part Sect P statement word,{},0.018518518518518517,0.01189922329970769,0.00022035598703162387,Yes (NTLK Stopword),No,No,No,No
40,useful,0 5 1 2 1 4,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7900504736833514,0.001045040309104962,"Yes (en_US, en_GB, en_AU)",No,No,No,No
41,in,0 5 1 2 1 5,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
42,applications,0 5 1 2 1 6,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.4890204780193702,0.0019405574524578183,"Yes (en_US, en_GB, en_AU)",No,No,No,No
43,where,0 5 1 2 1 7,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.4890204780193702,0.0012937049683052122,Yes (NTLK Stopword),No,No,No,No
44,large,0 5 1 2 1 9,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.52680903890877,0.0006968373530539285,"Yes (en_US, en_GB, en_AU)",No,No,No,No
45,dynamic,0 5 1 2 1 10,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.7900504736833514,0.001045040309104962,"Yes (en_US, en_GB, en_AU)",No,No,No,No
46,range,0 5 1 2 1 11,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.31292921896368886,0.0012417826149352731,"Yes (en_US, en_GB, en_AU)",No,No,No,No
47,is,0 5 1 2 1 12,TaggedPDF-doc Part Sect P statement word,{},0.018518518518518517,0.01189922329970769,0.00022035598703162387,Yes (NTLK Stopword),No,No,No,No
48,required,0 5 1 2 1 13,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.2459824293330757,0.0006507471675478193,"Yes (en_US, en_GB, en_AU)",No,No,No,No
49,or,0 5 1 2 1 14,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.03672280702473984,9.715028313423237e-05,Yes (NTLK Stopword),No,No,No,No
50,in,0 5 1 2 1 15,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
51,rapid,0 5 1 2 1 16,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
52,prototyping,0 5 1 2 1 17,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
53,applications,0 5 1 2 1 18,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.4890204780193702,0.0019405574524578183,"Yes (en_US, en_GB, en_AU)",No,No,No,No
54,where,0 5 1 2 1 19,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.4890204780193702,0.0012937049683052122,Yes (NTLK Stopword),No,No,No,No
55,the,0 5 1 2 1 20,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
56,required,0 5 1 2 1 21,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.2459824293330757,0.0006507471675478193,"Yes (en_US, en_GB, en_AU)",No,No,No,No
57,number,0 5 1 2 1 22,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.04968778418910748,0.00013144916452144834,"Yes (en_US, en_GB, en_AU)",No,No,No,No
58,range,0 5 1 2 1 23,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.31292921896368886,0.0012417826149352731,"Yes (en_US, en_GB, en_AU)",No,No,No,No
59,has,0 5 1 2 1 24,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.15322837609617704,0.000608049111492766,Yes (NTLK Stopword),No,No,No,No
60,not,0 5 1 2 1 25,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.26717172840301384,0.0003534017571468437,Yes (NTLK Stopword),No,No,No,No
61,been,0 5 1 2 1 26,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.22577904324478879,0.0005972990562031449,Yes (NTLK Stopword),No,No,No,No
62,thoroughly,0 5 1 2 1 27,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
63,investigated,0 5 1 2 1 28,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
64,The,0 5 1 3 0 0,TaggedPDF-doc Part Sect P statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
65,Floating,0 5 1 3 0 1,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
66,Point,0 5 1 3 0 2,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.20647388804940212,0.0010924544341238207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
67,Multiplier,0 5 1 3 0 3,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.52680903890877,0.004877861471377499,"Yes (en_US, en_GB, en_AU)",No,No,No,No
68,IP,0 5 1 3 0 4,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.15322837609617704,0.0008107321486570214,No,No,Yes,No,No
69,helps,0 5 1 3 0 5,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.2671717284030137,0.0016761530798981663,"Yes (en_US, en_GB, en_AU)",No,No,No,No
70,designers,0 5 1 3 0 6,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,"Yes (en_US, en_GB, en_AU)",No,No,No,No
71,to,0 5 1 3 0 7,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.01189922329970769,6.295885343760682e-05,Yes (NTLK Stopword),No,No,No,No
72,perform,0 5 1 3 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.3921104650113138,0.0005186646362583515,"Yes (en_US, en_GB, en_AU)",No,No,No,No
73,floating,0 5 1 3 0 9,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.31292921896368886,0.0016557101532470309,"Yes (en_US, en_GB, en_AU)",No,No,No,No
74,point,0 5 1 3 0 10,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
75,Multiplication,0 5 1 3 0 11,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.568201724066995,0.0007515895820991997,"Yes (en_US, en_GB, en_AU)",No,No,No,No
76,on,0 5 1 3 0 12,TaggedPDF-doc Part Sect P statement word,{},0.007936507936507936,0.1368379599080077,0.001086015554825458,Yes (NTLK Stopword),No,No,No,No
77,FPGA,0 5 1 3 0 13,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.28944812311416607,0.0011486036631514526,No,No,Yes,No,No
78,represented,0 5 1 3 0 14,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.45425837176015826,0.0012017417242332227,"Yes (en_US, en_GB, en_AU)",No,No,No,No
79,in,0 5 1 3 0 15,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
80,IEEE,0 5 1 3 0 16,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.09108046934733258,0.00048190724522398186,No,No,No,No,No
81,754,0 5 1 3 0 17,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.3640817414110702,0.0019263584201643924,"Yes (en_US, en_GB, en_AU)",Yes,No,No,No
82,single,0 5 1 3 0 18,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.1368379599080077,0.000543007777412729,"Yes (en_US, en_GB, en_AU)",No,No,No,No
83,precision,0 5 1 3 0 19,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.07684003023272233,0.00030492075489175525,"Yes (en_US, en_GB, en_AU)",No,No,No,No
84,floating,0 5 1 3 0 20,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.31292921896368886,0.0016557101532470309,"Yes (en_US, en_GB, en_AU)",No,No,No,No
85,point,0 5 1 3 0 21,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
86,format,0 5 1 3 0 22,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.03672280702473984,0.00014572542470134856,"Yes (en_US, en_GB, en_AU)",No,No,No,No
87,Functional,0 5 1 4 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.568201724066995,0.0007515895820991997,"Yes (en_US, en_GB, en_AU)",No,No,No,No
88,Description,0 5 1 4 0 1,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.22577904324478879,0.0008959485843047174,"Yes (en_US, en_GB, en_AU)",No,No,No,No
89,Floating,0 5 1 5 0 1,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
90,point,0 5 1 5 0 2,TaggedPDF-doc Part Sect P statement word,{},0.010582010582010581,0.12104369272477576,0.0012808856372992143,"Yes (en_US, en_GB, en_AU)",No,No,No,No
91,multiplier,0 5 1 5 0 3,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.45425837176015826,0.0006008708621166114,"Yes (en_US, en_GB, en_AU)",No,No,No,No
92,is,0 5 1 5 0 4,TaggedPDF-doc Part Sect P statement word,{},0.018518518518518517,0.01189922329970769,0.00022035598703162387,Yes (NTLK Stopword),No,No,No,No
93,the,0 5 1 5 0 5,TaggedPDF-doc Part Sect P statement word,{},0.04497354497354497,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
94,most,0 5 1 5 0 6,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.45425837176015826,0.0024034834484664455,Yes (NTLK Stopword),No,No,No,No
95,common,0 5 1 5 0 7,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.8692317197309762,0.0011497774070515557,"Yes (en_US, en_GB, en_AU)",No,No,No,No
96,element,0 5 1 5 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.9661417327390326,0.0012779652549458102,"Yes (en_US, en_GB, en_AU)",No,No,No,No
97,in,0 5 1 5 0 9,TaggedPDF-doc Part Sect P statement word,{},0.01455026455026455,0.01189922329970769,0.00017313684695341875,Yes (NTLK Stopword),No,No,No,No
98,most,0 5 1 5 0 10,TaggedPDF-doc Part Sect P statement word,{},0.005291005291005291,0.45425837176015826,0.0024034834484664455,Yes (NTLK Stopword),No,No,No,No
99,digital,0 5 1 5 0 11,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.0910804693473326,0.004329684402171955,"Yes (en_US, en_GB, en_AU)",No,No,No,No
100,applications,0 5 1 5 0 12,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.4890204780193702,0.0019405574524578183,"Yes (en_US, en_GB, en_AU)",No,No,No,No
101,such,0 5 1 5 0 13,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.33775280268872104,0.0004467629665194723,Yes (NTLK Stopword),No,No,No,No
102,as,0 5 1 5 0 14,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,0.09108046934733258,0.00012047681130599547,Yes (NTLK Stopword),No,No,No,No
103,digital,0 5 1 5 0 15,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.0910804693473326,0.004329684402171955,"Yes (en_US, en_GB, en_AU)",No,No,No,No
104,filters,0 5 1 6 0 0 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0013227513227513227,1.568201724066995,0.0020743409048505222,"Yes (en_US, en_GB, en_AU)",No,No,No,No
105,digital,0 5 1 6 0 1 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.003968253968253968,1.0910804693473326,0.004329684402171955,"Yes (en_US, en_GB, en_AU)",No,No,No,No
106,signal,0 5 1 6 0 2 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0026455026455026454,0.3921104650113138,0.001037329272516703,"Yes (en_US, en_GB, en_AU)",No,No,No,No
107,processors,0 5 1 6 0 3 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0026455026455026454,0.4890204780193702,0.0012937049683052122,"Yes (en_US, en_GB, en_AU)",No,No,No,No
108,data,0 5 1 6 0 4 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0013227513227513227,0.12104369272477576,0.0001601107046624018,"Yes (en_US, en_GB, en_AU)",No,No,No,No
109,processors,0 5 1 6 0 5 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0026455026455026454,0.4890204780193702,0.0012937049683052122,"Yes (en_US, en_GB, en_AU)",No,No,No,No
110,and,0 5 1 6 1 0 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
111,control,0 5 1 6 1 0 0 1,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0013227513227513227,0.28944812311416607,0.0003828678877171509,"Yes (en_US, en_GB, en_AU)",No,No,No,No
112,units,0 5 1 6 1 0 0 2,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.0013227513227513227,0.33775280268872104,0.0004467629665194723,"Yes (en_US, en_GB, en_AU)",No,No,No,No
113,The,0 5 1 6 2 0 0 0,TaggedPDF-doc Part Sect Table TR TH statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
114,present,0 5 1 6 2 1 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.0013227513227513227,0.52680903890877,0.0006968373530539285,"Yes (en_US, en_GB, en_AU)",No,No,No,No
115,Floating,0 5 1 6 2 1 0 1,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.010582010582010581,0.28944812311416607,0.003062943101737207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
116,Point,0 5 1 6 2 2 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.005291005291005291,0.20647388804940212,0.0010924544341238207,"Yes (en_US, en_GB, en_AU)",No,No,No,No
117,Multiplier,0 5 1 6 2 3 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.009259259259259259,0.52680903890877,0.004877861471377499,"Yes (en_US, en_GB, en_AU)",No,No,No,No
118,IP,0 5 1 6 2 4 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.005291005291005291,0.15322837609617704,0.0008107321486570214,No,No,Yes,No,No
119,has,0 5 1 6 2 5 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.003968253968253968,0.15322837609617704,0.000608049111492766,Yes (NTLK Stopword),No,No,No,No
120,three,0 5 1 6 2 6 0 0,TaggedPDF-doc Part Sect Table TR TD statement word,{},0.005291005291005291,0.422073688388757,0.0022331941184590316,"Yes (en_US, en_GB, en_AU)",No,No,No,No
121,blocks,0 5 1 7 0 0,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.7900504736833514,0.002090080618209924,"Yes (en_US, en_GB, en_AU)",No,No,No,No
122,sign,0 5 1 7 0 1,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.22577904324478879,0.0005972990562031449,"Yes (en_US, en_GB, en_AU)",No,No,No,No
123,calculator,0 5 1 7 0 2,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.2671717284030137,0.0050284592396944985,"Yes (en_US, en_GB, en_AU)",No,No,No,No
124,exponent,0 5 1 7 0 3,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.15322837609617704,0.000608049111492766,"Yes (en_US, en_GB, en_AU)",No,No,No,No
125,calculator,0 5 1 7 0 4,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.2671717284030137,0.0050284592396944985,"Yes (en_US, en_GB, en_AU)",No,No,No,No
126,mantissa,0 5 1 7 0 5,TaggedPDF-doc Part Sect P statement word,{},0.013227513227513227,0.568201724066995,0.0075158958209919965,"Yes (en_US, en_GB, en_AU)",No,No,No,No
127,calculator,0 5 1 7 0 6,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,1.2671717284030137,0.0050284592396944985,"Yes (en_US, en_GB, en_AU)",No,No,No,No
128,which,0 5 1 7 0 7,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.26717172840301384,0.0007068035142936874,Yes (NTLK Stopword),No,No,No,No
129,works,0 5 1 7 0 8,TaggedPDF-doc Part Sect P statement word,{},0.0013227513227513227,1.0910804693473326,0.0014432281340573182,"Yes (en_US, en_GB, en_AU)",No,No,No,No
130,parallel,0 5 1 7 0 9,TaggedPDF-doc Part Sect P statement word,{},0.003968253968253968,0.4890204780193702,0.0019405574524578183,"Yes (en_US, en_GB, en_AU)",No,No,No,No
131,and,0 5 1 7 0 10,TaggedPDF-doc Part Sect P statement word,{},0.017195767195767195,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
132,normalization,0 5 1 7 0 12,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.7231036840527382,0.0019129727091342279,"Yes (en_US, en_GB, en_AU)",No,No,No,No
133,unit,0 5 1 7 0 13,TaggedPDF-doc Part Sect P statement word,{},0.0026455026455026454,0.1368379599080077,0.00036200518494181933,"Yes (en_US, en_GB, en_AU)",No,No,No,No
134,The,0 5 1 8 0 0,TaggedPDF-doc Part Sect P statement word,{},0.015873015873015872,0.0,0.0,Yes (NTLK Stopword),No,No,No,Yes
135,Multiplier,0 5 1 8 0 1,TaggedPDF-doc Part Sect P statement word,{},0.009259259259259259,0.52680903890877,0.004877861471377499,"Yes (en_US, en_GB, en_AU)",No,No,No,No
136,is,0 5 1 8 0 2,TaggedPDF-doc Part Sect P statement word,{},0.018518518518518517,0.01189922329970769,0.00022035598703162387,Yes (NTLK Stopword),No,No,No,No
